BIFF         7000.0  1.00  80	0.0 0.0 -0.22  		0.0  5  0.135 0.4 110.0	0.19 0.60 0.3  43.0		1.10 0.95 13.0 0.15 0.4900		1.8  0.8  0.9  0.12 -0.15 0.0  0.64  		2.0 0.6 2.2 1.0 	0.0  40000 		224008		1				2
BLISTA       1400.0  0.00  85	0.0 0.00 -0.22 		1.0  5  0.170 1.0 175.0	0.21 0.667 0.45 34.0		1.33 1.06 10.0 0.12 0.4847		2.4  1.5  1.5  0.13 -0.13 0.0  0.50  		2.3 0.6 2.3 1.0 	0.0  15000 		440000		1				0
BOBCAT       2300.0  1.2   85	0.0 0.04 -0.18 		0.28 4  0.200 1.0 165.0	0.19 0.580 0.36 35.0		1.30 1.08 12.0 0.15 0.4843		2.6  1.1  1.1  0.10 -0.13 0.0  0.48  		2.0 0.6 2.0 1.0 	0.0  25000 		440010		0				0
BOXVILLE     3000.0  0.90  80	0.0 0.0 -0.20  		0.1  5  0.120 1.0 120.0	0.16 0.44 0.3  32.0		1.15 1.00 13.0 0.15 0.4842		2.5  1.0  1.0  0.10 -0.14 0.0  0.50  		2.0 0.6 2.2 1.0 	0.0  18000 		224008		0				2
BUCCANEER    2100.0  0.00  85	0.0 0.28 -0.27  	0.0  4  0.142 1.0 160.0	0.16 0.653 0.19 35.0		1.15 0.95 13.0 0.15 0.4830		2.4  0.8  0.8  0.11 -0.17 0.025 0.42  		2.0 0.6 2.0 1.0 	0.0  18000 		40440000	0				0
BURRITO      2700.0  0.40  80	0.0 -0.05 -0.11		0.0  4  0.130 1.0 150.0	0.17 0.650 0.3  32.0		1.10 0.95 13.0 0.15 0.4845		2.2  0.9  0.7  0.10 -0.15 0.0  0.50  		2.2 0.6 2.2 1.0 	0.0  22000 		4008		0				2
BURRITO2     2400.0  0.20  80	0.0 -0.05 -0.14		0.0  4  0.142 1.0 150.0	0.17 0.650 0.3  32.0		1.10 0.95 13.0 0.15 0.4853		2.2  1.0  0.8  0.10 -0.15 0.0  0.50  		2.2 0.6 2.2 1.0 	0.0  22000 		4008		0				2
BUS          7500.0  1.20  80	0.0 0.0 -0.20  		0.0  5  0.125 0.6 140.0	0.17 0.540 0.2  42.0		0.95 0.82 15.0 0.15 0.4500  		1.7  1.0  1.0  0.13 -0.16 0.0  0.50  		2.0 0.6 2.2 1.0 	0.0  40000 		8			300000			2
CABBY        2100.0  0.20  85	0.0 0.04 -0.28 		1.00 4  0.134 1.0 150.0	0.17 0.600 0.35 35.0		1.15 1.00 12.0 0.15 0.4780		2.3  1.0  0.9  0.11 -0.14 0.0  0.53  		2.5 0.6 2.4 1.0 	0.0  25000 		440010		0				0
CAVCADE	     2600.0  0.00  85	0.0 0.02 -0.26 		0.37 5  0.150 1.0 150.0	0.22 0.570 0.44 35.0		1.25 1.08 12.0 0.15 0.4820		2.8  0.9  1.0  0.09 -0.13 0.0  0.50  		2.3 0.6 2.2 1.0 	0.0  70000 		440010		0				0
CHAVOS       1550.0  0.90  85	0.0 0.04 -0.06 		1.0  5  0.150 1.0 186.0	0.21 0.580 0.28 35.0		1.30 1.06 11.5 0.15 0.4827		2.8  1.2  1.3  0.09 -0.13 0.0  0.48  		2.5 0.6 2.4 1.0 	0.0  20000 		440010		0				0
COGNOS       2300.0  0.70  85	0.0 0.0 -0.15  		0.06 5  0.160 1.0 220.0	0.23 0.570 0.45 34.0		1.35 1.15 12.2 0.15 0.4835		3.0  1.3  1.4  0.10 -0.16 0.0  0.50  		2.3 0.6 2.2 1.0 	0.0  90000 		440010		0				0
COMET	     1500.0  0.40  88	0.0 -0.04 -0.37		0.00 5  0.210 4.0 210.0	0.26 0.610 0.58 32.0		1.45 1.14 09.6 0.12 0.4780  		2.5  2.3  2.4  0.10 -0.14 0.008 0.48  		2.0 0.6 2.0 1.0 	0.0  60000 		40440010	1				1
CONTENDER    2300.0  0.00  85	0.0 0.0 -0.07  		0.00 4  0.160 1.0 160.0	0.19 0.535 0.45 35.0		1.30 1.08 12.2 0.15 0.4830		2.7  1.0  1.1  0.09 -0.13 0.0  0.50  		2.3 0.6 2.4 1.0 	0.0  25000 		440010		0				0
COQUETTE     1800.0  0.30  88	0.0 0.05 -0.20		0.00 5  0.270 0.9 215.00.26 0.627 0.55 32.0		1.47 1.19 10.0 0.15 0.4843		2.7  2.2  2.2  0.11 -0.15 0.0  0.50  		2.0 0.6 2.0 1.0 	0.0  41000 		440010		0				0
DF8          1900.0  0.75  88	0.0 0.08 -0.28 		1.0  5  0.190 1.0 194.0	0.21 0.622 0.45 31.0		1.34 1.11 09.0 0.15 0.4827		2.0  1.4  1.4  0.13 -0.16 0.0  0.51  		2.0 0.6 2.2 1.0 	0.0  18000 		440010		0				0
DILETT       1400.0  0.00  85	0.0 0.0 -0.21 		1.0  5  0.142 1.0 150.0	0.21 0.600 0.28 35.0		1.20 0.98 12.2 0.12 0.4828		2.4  1.3  1.3  0.11 -0.14 0.0  0.50  		2.5 0.6 2.4 1.0 	0.0  20000 		440010		0				0
DUKES	     1700.0  0.70  88	0.0 -0.01 -0.31		0.00 5  0.230 0.9 200.0	0.215 0.612 0.50 32.0		1.28 1.06 13.0 0.15 0.4807		2.2  1.2  1.2  0.11 -0.14 0.0  0.56  		2.0 0.6 2.0 1.0 	0.0  22000 		440000		0				0
EMPEROR      2100.0  0.3   85	0.0 0.0 -0.08   	0.0  4  0.150 1.0 155.0	0.17 0.650 0.28 33.0		1.10 0.94 12.0 0.13 0.4810		2.5  0.9  1.0  0.13 -0.19 0.0  0.50  		2.0 0.6 2.2 1.0 	0.0  25000 		440000		0				0
EMPEROR2     2100.0  0.3   85	0.0 0.0 -0.08   	0.0  4  0.140 1.0 155.0	0.15 0.650 0.26 33.0		1.05 0.92 10.5 0.13 0.4810		2.0  0.7  0.7  0.14 -0.18 0.02 0.50  		2.0 0.6 2.2 1.0 	0.0  25000 		440000		0				0
;
; name       mass    drag  boy  centreofmass  		transmission		 	brakes         steer	wheel-traction       	    	suspension									damage   			seat val     	mflags      hflags			anim
; A          B       C     D    E   F    G    		Tt   Tg Tf	  Ti  Tv	Tb   Tbb  Thb  Ts    	Wc+  Wc-  Wc-  Ws+  Wbias		Sf   Scd  Srd  Su    Sl   Sr   Sb   		Dc  Dw  Dd  De		Ms   Mv			Mmf 		Mhf	 			Ma
;
ESPERANT     1600.0  0.00  85	0.0 0.0 -0.12  		0.0  4  0.122 1.0 155.0	0.19 0.650 0.35 35.0		1.25 1.05 12.5 0.15 0.4815		2.7  0.8  0.9  0.14 -0.18 0.0  0.50  		2.5 0.6 2.4 1.0 	0.0  18000 		440010		1				0
FACTION      1600.0  0.60  88	0.0 0.03 -0.20 		0.0  4  0.193 1.0 180.0	0.20 0.663 0.45 32.0		1.27 1.06 10.5 0.15 0.4832		2.3  1.3  1.3  0.14 -0.17 0.015 0.53  		2.0 0.6 2.2 1.0 	0.0  18000 		440000		0				0
FBI          1550.0  0.70  85	0.0 0.0 -0.24  		0.00 5  0.220 1.0 170.0	0.25 0.590 0.60 35.0		1.40 1.16 12.5 0.15 0.4825		2.8  1.3  1.3  0.12 -0.14 0.0  0.48  		2.0 0.7 1.9 1.5 	0.0  25000 		440010		1				0
FELTZER      1500.0  0.50  88	0.0 0.02 -0.35		0.00 5  0.222 1.0 200.0	0.24 0.625 0.45 32.0		1.39 1.14 09.7 0.15 0.4806		2.6  1.9  1.9  0.12 -0.14 0.0  0.50  		2.0 0.6 2.0 1.0 	0.0  30000 		440010		0				0
FEROCI       1600.0  0.80  88	0.0 0.04 -0.21 		0.0  5  0.190 1.0 195.0	0.22 0.589 0.45 32.0		1.32 1.05 10.2 0.12 0.4825		2.4  1.5  1.5  0.12 -0.15 0.003 0.51  		2.0 0.6 2.2 1.0 	0.0  18000 		440010		0				0
FIRETRUK     6500.0  0.20  80	0.0 0.14 -0.31 		0.40 4  0.127 0.6 110.0	0.19 0.500 0.35 36.0		1.10 0.90 13.0 0.15 0.4800  		2.4  0.8  0.8  0.09 -0.13 0.0  0.50  		2.0 0.6 1.9 1.0 	0.0  40000 		08			300000			2
FLATBED      6500.0  0.40  80	0.0 -0.02 0.13		0.0  5  0.138 0.4 120.0	0.19 0.52 0.3  44.0		1.40 1.10 12.0 0.15 0.4900		1.7  1.0  1.0  0.10 -0.13 0.0  0.5  		2.0 0.6 2.2 1.0 	0.0  40000 		4008		0				2
FORTUNE      1900.0  0.10  85	0.0 0.18 -0.22 		0.0  5  0.165 1.0 195.0	0.21 0.575 0.45 35.0		1.35 1.15 12.3 0.15 0.4835		2.8  1.3  1.3  0.11 -0.14 0.0  0.49  		2.3 0.6 2.2 1.0 	0.0  16000 		440010		0				0
FORKLIFT      500.0  20.0  85	0.0 0.0 -0.3  		1.0  1  0.300 1.0  50.0	0.22 0.50 0.7  35.0		0.90 0.80 10.0 0.10 0.45		4.0  1.5  1.5  0.09 -0.10 0.0  0.5  		1.0 0.6 1.2 1.5 	0.0  25000 		440000		20				0
FUTO         1200.0  0.60  88	0.0 0.16 -0.24 		0.00 5  0.188 1.0 172.0	0.21 0.672 0.50 32.0		1.32 1.10 09.6 0.15 0.4833		2.5  1.6  1.7  0.13 -0.15 0.0  0.51  		2.0 0.6 2.1 1.0 	0.0  14000 		440000		0				0
FXT 	     2500.0  0.00  85	0.0 0.04 -0.28 		0.37 5  0.148 1.0 150.0	0.22 0.570 0.44 35.0		1.25 1.08 12.2 0.15 0.4828		2.6  0.8  0.9  0.10 -0.14 0.0  0.50  		2.4 0.6 2.3 1.0 	0.0  55000 		440010		0				0
HABANERO     2000.0  0.00  85	0.0 0.04 -0.29 		1.00 5  0.146 1.0 185.0	0.23 0.625 0.45 35.0		1.35 1.15 12.0 0.15 0.4820		2.4  1.4  1.4  0.09 -0.13 0.0  0.50  		2.5 0.6 2.4 1.0 	0.0  32000 		440010		0				0
HAKUMAI	     1500.0  0.00  85	0.0 0.1 -0.09  		1.00 5  0.146 1.0 190.0	0.21 0.69 0.45  35.0		1.35 1.15 12.0 0.12 0.4831		2.5  1.3  1.3  0.09 -0.13 0.0  0.53  		2.4 0.6 2.3 1.0 	0.0  15000 		440000		0				0
HUNTLEY	     2500.0  0.00  85	0.0 0.03 -0.15   	0.24 5  0.160 1.0 183.0	0.23 0.585 0.45 35.0		1.40 1.17 11.7 0.15 0.4833		3.2  1.4  1.3  0.09 -0.14 0.0  0.50  		2.2 0.6 2.3 1.0 	0.0  40000 		440010		1				0
INFERNUS     1700.0  0.30  88	0.0 -0.12 -0.22		0.16 5  0.255 6.0 230.0	0.26 0.614 0.55 30.0		1.48 1.14 09.0 0.12 0.4848  		2.8  2.3  2.3  0.12 -0.14 0.00 0.49  		2.0 0.6 1.8 1.0 	0.0  100000		440010		1				1
INGOT	     1550.0  0.00  85	0.0 0.02 -0.39		1.0  5  0.120 1.0 160.0	0.18 0.580 0.25 35.0		1.15 0.90 12.3 0.15 0.4824		2.3  1.2  1.3  0.10 -0.13 0.0  0.50  		2.5 0.6 2.4 1.0 	0.0  10000 		440010		0				0
INTRUDER     1800.0  0.50  88	0.0 0.13 -0.31 		0.00 5  0.205 1.0 193.0	0.23 0.620 0.50 32.0		1.34 1.09 10.0 0.13 0.4830		2.4  1.5  1.5  0.11 -0.15 0.0  0.50  		2.0 0.6 2.2 1.0 	0.0  25000 		440010		0				0
LANSTALK     2300.0  0.90  85	0.0 0.06 0.05 		0.27 5  0.140 1.0 165.0	0.21 0.570 0.44 35.0		1.30 1.10 12.2 0.15 0.4833		3.1  1.2  1.1  0.09 -0.13 -0.010 0.50  		2.3 0.6 2.3 1.0 	0.0  30000 		440010		0				0
LOKUS	     1750.0  0.20  88	0.0 0.04 -0.15 		0.00 5  0.197 1.0 205.0	0.23 0.584 0.45 32.0		1.30 1.04 09.0 0.15 0.4835		2.3  1.5  1.5  0.14 -0.15 -0.008 0.47  		2.0 0.6 2.0 1.0 	0.0  13000 		440010		0				0
MANANA       2100.0  0.00  85	0.0 0.08 -0.13 		0.0  4  0.140 1.0 155.0	0.21 0.660 0.33 35.0		1.30 1.10 13.0 0.15 0.4800		2.6  0.8  0.8  0.12 -0.21 0.0  0.50  		2.3 0.6 2.2 1.0 	0.0  12000 		440000		0				0
MARBELLA     1800.0  0.00  85	0.0 0.0 -0.12  		0.0  4  0.127 1.0 155.0	0.17 0.663 0.28  35.0		1.15 0.94 13.0 0.15 0.4820		2.4  0.8  0.9  0.13 -0.16 0.0  0.50  		2.3 0.6 2.2 1.0 	0.0  15000 		440000		0				0
MERIT        1750.0  0.00  88	0.0 0.11 -0.37 		0.0  5  0.195 1.0 190.0	0.23 0.594 0.45 32.0		1.34 1.10 10.2 0.15 0.4820		2.4  1.5  1.5  0.13 -0.15 0.004 0.50  		2.0 0.6 2.2 1.0 	0.0  18000 		4018		0				2
MINIVAN      2000.0  0.00  80	0.0 0.03 -0.32		1.0  4  0.138 1.0 160.0	0.20 0.590 0.28 34.0		1.25 1.05 11.7 0.15 0.4815		2.2  1.3  1.3  0.12 -0.14 0.0  0.48  		2.5 0.6 2.4 1.0 	0.0  20000 		4018		0				2
MOONBEAM     2500.0  0.00  80	0.0 -0.10 -0.07		0.0  5  0.135 1.0 143.0	0.16 0.64 0.22  33.0		1.10 0.90 13.0 0.15 0.4710		2.5  0.8  0.8  0.15 -0.16 0.012 0.48  		2.3 0.6 2.4 1.0 	0.0  22000 		4008		0				2
MRTASTY      3000.0  1.00  80	0.0 0.0  0.19 		0.0  4  0.130 1.0 110.0	0.17 0.60 0.32  32.0		1.05 0.85 12.0 0.15 0.4835		2.6  1.0  0.9  0.11 -0.15 0.0  0.50  		2.5 0.6 2.4 1.0 	0.0  22000 		4008		0				2
;
; name       mass    drag  boy  centreofmass  		transmission		 	brakes         steer	wheel-traction       	    	suspension									damage   			seat val     	mflags      hflags			anim
; A          B       C     D    E   F    G    		Tt   Tg Tf	  Ti  Tv	Tb   Tbb  Thb  Ts    	Wc+  Wc-  Wc-  Ws+  Wbias		Sf   Scd  Srd  Su    Sl   Sr   Sb   		Dc  Dw  Dd  De		Ms   Mv			Mmf 		Mhf	 			Ma
;
MULE         4500.0  0.5   80	0.0 0.0 -0.41  		0.1  5  0.117 0.8 120.0	0.17 0.520 0.3  40.0		1.20 1.00 13.0 0.15 0.4920		2.3  1.0  1.0  0.14 -0.14 0.0  0.50  		2.0 0.6 2.2 2.0 	0.0  25000 		4008		0				2
NOOSE        1700.0  0.90  85	0.0 0.0 -0.19   	0.05 4  0.218 1.0 160.0	0.24 0.625 0.60 35.0		1.40 1.15 12.5 0.15 0.4780		2.8  1.2  1.2  0.13 -0.16 0.028 0.50 		1.5 0.7 1.8 1.5 	0.0  25000 		440010		0				0
ORACLE       1800.0  0.90  88	0.0 0.04 -0.51 		0.00 5  0.190 1.0 202.0	0.24 0.607 0.50 32.0		1.36 1.11 09.8 0.15 0.4824		2.4  1.6  1.6  0.11 -0.14 0.0  0.50  		2.0 0.6 2.2 2.0 	0.0  25000 		440010		0				0
PACKER       8000.0  0.40  80	0.0 0.0 -0.33  		0.0  5  0.137 0.4 119.0	0.18 0.54 0.15 40.0		1.25 1.05 15.0 0.15 0.4800  		1.4  1.0  1.0  0.14 -0.13 0.0  0.60  		2.0 0.6 2.2 2.0 	0.0  40000 		8			300000			2
PATRIOT      3000.0  0.50  85	0.0 0.0 -0.14  		0.4  4  0.173 1.0 127.0	0.22 0.565 0.40 35.0		1.20 1.00 12.8 0.18 0.4828		2.7  0.8  0.8  0.15 -0.20 0.0  0.50  		1.5 0.5 1.7 1.4 	0.0  50000 		220010		0				0
PERENNIAL    2000.0  0.00  80	0.0 0.02 -0.15 		1.0  5  0.137 1.0 167.0	0.21 0.615 0.28 33.0		1.25 1.06 11.5 0.15 0.4830		2.0  1.3  1.4  0.12 -0.14 0.0  0.50  		2.5 0.6 2.4 2.0 	0.0  22000 		4018		0				2
PEYOTE	     2100.0  0.00  85	0.0 0.03 0.02  		0.0  4  0.133 1.0 155.0	0.17 0.653 0.28 35.0		1.10 0.90 13.0 0.14 0.4775		2.3  0.9  0.9  0.11 -0.16 0.023 0.40  		2.3 0.6 2.2 2.0 	0.0  25000 		440000		0				0
PHANTOM      4000.0  1.00  80	0.0 0.40 -0.30 		0.0  5  0.155 0.4 115.0	0.19 0.56 0.3  49.0		1.40 1.10 35.0 0.15 0.4700  		1.4  0.8  0.8  0.14 -0.17 0.0  0.65  		2.0 0.6 2.2 1.0 	0.0  40000 		200008		300000			2
PINNACLE     1700.0  0.00  85	0.0 0.13 -0.16   	1.0  5  0.157 1.0 200.0	0.23 0.600 0.45 35.0		1.40 1.17 11.8 0.14 0.4824		2.3  1.4  1.4  0.11 -0.14 -0.017 0.45  		2.5 0.6 2.4 2.0 	0.0  20000 		440010		0				0
PMP600       2000.0  0.00  88	0.0 0.04 -0.30		0.0  5  0.243 1.0 200.0	0.23 0.608 0.48 33.0		1.35 1.10 10.5 0.14 0.4819		2.4  1.6  1.6  0.12 -0.15 0.00 0.50  		2.0 0.6 2.4 2.0 	0.0  32000 		440010		0				0
POLICE       2100.0  0.70  85	0.0 0.0 -0.18   	0.0  4  0.205 1.0 165.0	0.24 0.560 0.60 35.0		1.36 1.12 11.2 0.15 0.4750		2.8  1.0  1.1  0.13 -0.16 0.028 0.50  		1.5 0.7 1.8 1.5 	0.0  25000 		440040		0				0
POLICE2      2100.0  0.90  85	0.0 0.0 -0.29   	0.0  4  0.210 1.0 160.0	0.24 0.625 0.60 35.0		1.36 1.12 11.2 0.15 0.4800		3.0  1.2  1.3  0.13 -0.15 0.025 0.50  		1.5 0.7 1.8 1.5 	0.0  25000 		440010		0				0
POLPAT       2800.0  0.50  85	0.0 0.0 -0.14  		0.4  4  0.180 1.0 135.0	0.23 0.565 0.60 35.0		1.20 1.00 12.3 0.18 0.4828		2.7  0.8  0.8  0.15 -0.20 0.0  0.50  		1.5 0.5 1.7 1.4 	0.0  50000 		220010		0				0
PONY         2500.0  0.40  80	0.0 0.0 -0.07  		0.0  5  0.127 1.0 140.0	0.17 0.600 0.25 35.0		1.10 0.92 14.0 0.15 0.4845		2.3  0.9  1.0  0.14 -0.13 0.0  0.45  		2.3 0.6 2.2 2.0 	0.0  18000 		4008		0				2
PREMIER	     1600.0  0.00  85	0.0 0.05 -0.19 		1.0  5  0.150 1.0 185.0	0.23 0.610 0.45 35.0		1.40 1.18 12.0 0.15 0.4810		2.3  1.4  1.4  0.10 -0.14 -0.004 0.52  		2.5 0.6 2.4 2.0 	0.0  18000 		440010		0				0
PRES         1850.0  0.00  88	0.0 0.04 -0.35 		0.0  5  0.245 1.0 216.0	0.24 0.592 0.45 32.0		1.37 1.11 09.4 0.15 0.4835		2.5  1.7  1.7  0.12 -0.14 0.0  0.50  		2.0 0.6 2.1 2.0 	0.0  25000 		444018		0				2
PRIMO        1750.0  0.00  85	0.0 0.03 -0.17 		1.0  4  0.147 1.0 185.0	0.19 0.650 0.29 35.0		1.25 1.04 12.0 0.15 0.4814		2.3  1.0  1.0  0.11 -0.15 0.0  0.50  		2.3 0.6 2.2 2.0 	0.0  18000 		440000		0				0
RANCHER	     2300.0  0.00  85	0.0 0.24 -0.09	   	0.36 4  0.135 1.0 135.0	0.18 0.635 0.37  35.0		1.25 1.05 12.2 0.18 0.4790		3.0  0.8  0.8  0.13 -0.17 0.030 0.50  		2.0 0.6 1.8 2.0 	0.0  25000 		220000		1				0
REBLA	     2200.0  0.80  85	0.0 0.02 -0.20 		0.25 5  0.148 1.0 180.0	0.23 0.580 0.50 35.0		1.35 1.11 11.5 0.15 0.4820		3.4  1.4  1.4  0.09 -0.13 0.0  0.50  		2.5 0.6 2.4 2.0 	0.0  35000 		440010		0				0
RIPLEY       6000.0  7.0   85	0.0 0.0 -0.4  		0.0  3  0.170 1.0  68.0	0.19 0.52 0.3  35.0		1.20 1.00 12.0 0.15 0.495		2.0  1.8  2.0  0.15 -0.15 0.0  0.5  		2.0 0.6 2.2 2.0 	0.0  25000 		440000		0				0
ROMAN        1600.0  0.00  85	0.0 0.0 -0.12  		0.0  4  0.125 1.0 155.0	0.19 0.650 0.35 35.0		1.25 1.05 12.4 0.15 0.4815		2.7  1.0  1.1  0.14 -0.18 0.0  0.50  		2.2 0.6 2.2 2.0 	0.0  18000 		440010		0				0
ROMERO       2600.0  0.00  80	0.0 -0.10 -0.13		0.0  4  0.120 1.0 135.0	0.20 0.560 0.30  35.0		1.10 0.90 14.0 0.15 0.4850		1.8  0.6  0.7  0.15 -0.23 0.0  0.46  		2.0 0.6 2.2 2.0 	0.0  22000 		444008		0				2
RUINER       1550.0  0.20  88	0.0 0.06 -0.45 		0.00 4  0.205 1.0 180.0	0.223 0.672 0.50 32.0		1.33 1.09 10.0 0.15 0.4828		2.4  1.5  1.5  0.13 -0.15 0.00 0.50  		2.0 0.6 2.0 2.0 	0.0  19000 		440000		0				0
SABRE        1600.0  1.00  88	0.0 0.10 -0.22 		0.0  4  0.225 1.0 163.0	0.21 0.67 0.40 32.0		1.28 1.08 11.3 0.15 0.4842		2.5  1.0  1.0  0.15 -0.17 0.0  0.54		2.0 0.6 2.1 2.0 	0.0  20000 		440000		0				0
